"department","date","shift","staff_type","subclass","total"
"Παιδιατρική","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Παιδιατρική","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","3"
"Παιδιατρική","2024-01-04","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Παιδιατρική","2024-01-04","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Παιδιατρική","2024-01-04","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Παιδιατρική","2024-01-04","NIGHT","DOCTOR","Ορθοπεδική","1"
"Παιδιατρική","2024-01-04","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Παιδιατρική","2024-01-04","NIGHT","NURSE","HEAD_NURSE","2"
"Παιδιατρική","2024-01-04","NIGHT","NURSE","NURSE","3"
"Παιδιατρική","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Παιδιατρική","2024-01-04","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Παιδιατρική","2024-01-04","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Παιδιατρική","2024-01-05","MORNING","DOCTOR","Μαιευτική","1"
"Παιδιατρική","2024-01-05","MORNING","DOCTOR","Καρδιολογία","1"
"Παιδιατρική","2024-01-05","MORNING","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-05","MORNING","NURSE","NURSE","3"
"Παιδιατρική","2024-01-05","MORNING","NURSE","HEAD_NURSE","3"
"Παιδιατρική","2024-01-05","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Παιδιατρική","2024-01-05","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Παιδιατρική","2024-01-05","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Παιδιατρική","2024-01-05","AFTERNOON","DOCTOR","Παιδιατρική","1"
"Παιδιατρική","2024-01-05","AFTERNOON","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-05","AFTERNOON","NURSE","NURSE","5"
"Παιδιατρική","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","1"
"Παιδιατρική","2024-01-05","AFTERNOON","ADMINISTRATIVE","Γραμματέας","2"
"Παιδιατρική","2024-01-05","NIGHT","DOCTOR","Καρδιολογία","1"
"Παιδιατρική","2024-01-05","NIGHT","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-05","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Παιδιατρική","2024-01-05","NIGHT","NURSE","NURSE","2"
"Παιδιατρική","2024-01-05","NIGHT","NURSE","HEAD_NURSE","3"
"Παιδιατρική","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Παιδιατρική","2024-01-05","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Παιδιατρική","2024-01-05","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Παιδιατρική","2024-01-06","MORNING","DOCTOR","Οφθαλμολογία","1"
"Παιδιατρική","2024-01-06","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Παιδιατρική","2024-01-06","MORNING","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-06","MORNING","NURSE","NURSE","2"
"Παιδιατρική","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","4"
"Παιδιατρική","2024-01-06","MORNING","ADMINISTRATIVE","Γραμματέας","2"
"Παιδιατρική","2024-01-06","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Παιδιατρική","2024-01-06","AFTERNOON","DOCTOR","Παθολογία","1"
"Παιδιατρική","2024-01-06","AFTERNOON","DOCTOR","Μαιευτική","1"
"Παιδιατρική","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Παιδιατρική","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","1"
"Παιδιατρική","2024-01-06","AFTERNOON","NURSE","NURSE","3"
"Παιδιατρική","2024-01-06","AFTERNOON","ADMINISTRATIVE","Λογιστής","2"
"Παιδιατρική","2024-01-06","NIGHT","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-06","NIGHT","DOCTOR","Νεφρολογία","1"
"Παιδιατρική","2024-01-06","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Παιδιατρική","2024-01-06","NIGHT","NURSE","NURSE","4"
"Παιδιατρική","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Παιδιατρική","2024-01-06","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Παιδιατρική","2024-01-06","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Παιδιατρική","2024-01-07","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Παιδιατρική","2024-01-07","MORNING","DOCTOR","Πνευμονολογία","1"
"Παιδιατρική","2024-01-07","MORNING","DOCTOR","Οφθαλμολογία","1"
"Παιδιατρική","2024-01-07","MORNING","NURSE","NURSE","2"
"Παιδιατρική","2024-01-07","MORNING","NURSE","HEAD_NURSE","3"
"Παιδιατρική","2024-01-07","MORNING","NURSE","NURSE_ASSISTANT","1"
"Παιδιατρική","2024-01-07","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","2"
"Παιδιατρική","2024-01-07","AFTERNOON","DOCTOR","Ενδοκρινολογία","2"
"Παιδιατρική","2024-01-07","AFTERNOON","DOCTOR","Παιδιατρική","1"
"Παιδιατρική","2024-01-07","AFTERNOON","NURSE","HEAD_NURSE","1"
"Παιδιατρική","2024-01-07","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Παιδιατρική","2024-01-07","AFTERNOON","NURSE","NURSE","2"
"Παιδιατρική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Παιδιατρική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Παιδιατρική","2024-01-07","NIGHT","DOCTOR","Παιδιατρική","1"
"Παιδιατρική","2024-01-07","NIGHT","DOCTOR","Αιματολογία","1"
"Παιδιατρική","2024-01-07","NIGHT","DOCTOR","Νεφρολογία","1"
"Παιδιατρική","2024-01-07","NIGHT","NURSE","HEAD_NURSE","3"
"Παιδιατρική","2024-01-07","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Παιδιατρική","2024-01-07","NIGHT","NURSE","NURSE","2"
"Παιδιατρική","2024-01-07","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Παιδιατρική","2024-01-07","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-01","MORNING","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-01","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-01","MORNING","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","2"
"Πνευμονολογία","2024-01-01","MORNING","NURSE","HEAD_NURSE","4"
"Πνευμονολογία","2024-01-01","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-01","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-01","AFTERNOON","DOCTOR","Νεφρολογία","1"
"Πνευμονολογία","2024-01-01","AFTERNOON","DOCTOR","Οφθαλμολογία","2"
"Πνευμονολογία","2024-01-01","AFTERNOON","NURSE","NURSE","5"
"Πνευμονολογία","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","1"
"Πνευμονολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","2"
"Πνευμονολογία","2024-01-01","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Πνευμονολογία","2024-01-01","NIGHT","DOCTOR","Καρδιολογία","1"
"Πνευμονολογία","2024-01-01","NIGHT","DOCTOR","Μαιευτική","1"
"Πνευμονολογία","2024-01-01","NIGHT","NURSE","NURSE","1"
"Πνευμονολογία","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Πνευμονολογία","2024-01-01","NIGHT","NURSE","HEAD_NURSE","3"
"Πνευμονολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-02","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-02","MORNING","DOCTOR","Γαστρεντερολογία","2"
"Πνευμονολογία","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","2"
"Πνευμονολογία","2024-01-02","MORNING","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-02","MORNING","NURSE","NURSE","2"
"Πνευμονολογία","2024-01-02","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-02","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","DOCTOR","Χειρουργική","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-02","AFTERNOON","NURSE","NURSE","4"
"Πνευμονολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Λογιστής","2"
"Πνευμονολογία","2024-01-02","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Πνευμονολογία","2024-01-02","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-02","NIGHT","DOCTOR","Καρδιολογία","1"
"Πνευμονολογία","2024-01-02","NIGHT","NURSE","HEAD_NURSE","4"
"Πνευμονολογία","2024-01-02","NIGHT","NURSE","NURSE","1"
"Πνευμονολογία","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-03","MORNING","DOCTOR","Ουρολογία","1"
"Πνευμονολογία","2024-01-03","MORNING","DOCTOR","Ορθοπεδική","1"
"Πνευμονολογία","2024-01-03","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-03","MORNING","NURSE","NURSE","2"
"Πνευμονολογία","2024-01-03","MORNING","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-03","MORNING","NURSE","HEAD_NURSE","3"
"Πνευμονολογία","2024-01-03","MORNING","ADMINISTRATIVE","Λογιστής","2"
"Πνευμονολογία","2024-01-03","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Πνευμονολογία","2024-01-03","AFTERNOON","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-03","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-03","AFTERNOON","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-03","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Πνευμονολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","2"
"Πνευμονολογία","2024-01-03","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-03","NIGHT","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-03","NIGHT","DOCTOR","Ορθοπεδική","1"
"Πνευμονολογία","2024-01-03","NIGHT","NURSE","NURSE","2"
"Πνευμονολογία","2024-01-03","NIGHT","NURSE","HEAD_NURSE","3"
"Πνευμονολογία","2024-01-03","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-04","MORNING","DOCTOR","Πνευμονολογία","1"
"Πνευμονολογία","2024-01-04","MORNING","DOCTOR","Ουρολογία","1"
"Πνευμονολογία","2024-01-04","MORNING","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-04","MORNING","NURSE","HEAD_NURSE","1"
"Πνευμονολογία","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-04","MORNING","NURSE","NURSE","4"
"Πνευμονολογία","2024-01-04","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-04","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-04","NIGHT","DOCTOR","Νεφρολογία","1"
"Πνευμονολογία","2024-01-04","NIGHT","DOCTOR","Μαιευτική","1"
"Πνευμονολογία","2024-01-04","NIGHT","DOCTOR","Παιδιατρική","1"
"Πνευμονολογία","2024-01-04","NIGHT","NURSE","NURSE","1"
"Πνευμονολογία","2024-01-04","NIGHT","NURSE","HEAD_NURSE","4"
"Πνευμονολογία","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-05","MORNING","DOCTOR","Χειρουργική","1"
"Πνευμονολογία","2024-01-05","MORNING","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-05","MORNING","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-05","MORNING","NURSE","NURSE","4"
"Πνευμονολογία","2024-01-05","MORNING","NURSE","HEAD_NURSE","1"
"Πνευμονολογία","2024-01-05","MORNING","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-05","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-05","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-05","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-05","AFTERNOON","DOCTOR","Νευρολογία","1"
"Πνευμονολογία","2024-01-05","AFTERNOON","DOCTOR","Χειρουργική","1"
"Πνευμονολογία","2024-01-05","AFTERNOON","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-05","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","2"
"Πνευμονολογία","2024-01-05","NIGHT","DOCTOR","Παιδιατρική","1"
"Πνευμονολογία","2024-01-05","NIGHT","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-05","NIGHT","DOCTOR","Νεφρολογία","1"
"Πνευμονολογία","2024-01-05","NIGHT","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-05","NIGHT","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-05","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Πνευμονολογία","2024-01-05","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-06","MORNING","DOCTOR","Χειρουργική","1"
"Πνευμονολογία","2024-01-06","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Πνευμονολογία","2024-01-06","MORNING","DOCTOR","Γαστρεντερολογία","1"
"Πνευμονολογία","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-06","MORNING","NURSE","NURSE","5"
"Πνευμονολογία","2024-01-06","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-06","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-06","AFTERNOON","NURSE","NURSE","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Πνευμονολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Πνευμονολογία","2024-01-06","NIGHT","DOCTOR","Ενδοκρινολογία","2"
"Πνευμονολογία","2024-01-06","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-06","NIGHT","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","3"
"Πνευμονολογία","2024-01-06","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-06","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Πνευμονολογία","2024-01-07","MORNING","DOCTOR","Παιδιατρική","1"
"Πνευμονολογία","2024-01-07","MORNING","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-07","MORNING","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-07","MORNING","NURSE","NURSE_ASSISTANT","3"
"Πνευμονολογία","2024-01-07","MORNING","NURSE","NURSE","2"
"Πνευμονολογία","2024-01-07","MORNING","NURSE","HEAD_NURSE","1"
"Πνευμονολογία","2024-01-07","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Πνευμονολογία","2024-01-07","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","DOCTOR","Αιματολογία","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","DOCTOR","Μαιευτική","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","DOCTOR","Παθολογία","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","NURSE","NURSE","3"
"Πνευμονολογία","2024-01-07","AFTERNOON","NURSE","HEAD_NURSE","2"
"Πνευμονολογία","2024-01-07","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Πνευμονολογία","2024-01-07","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Πνευμονολογία","2024-01-07","NIGHT","DOCTOR","Νευρολογία","1"
"Πνευμονολογία","2024-01-07","NIGHT","DOCTOR","Μαιευτική","1"
"Πνευμονολογία","2024-01-07","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Πνευμονολογία","2024-01-07","NIGHT","NURSE","NURSE","2"
"Πνευμονολογία","2024-01-07","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Πνευμονολογία","2024-01-07","NIGHT","NURSE","HEAD_NURSE","3"
"Πνευμονολογία","2024-01-07","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Πνευμονολογία","2024-01-07","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Χειρουργική","2024-01-01","MORNING","DOCTOR","Πνευμονολογία","1"
"Χειρουργική","2024-01-01","MORNING","DOCTOR","Ενδοκρινολογία","2"
"Χειρουργική","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","4"
"Χειρουργική","2024-01-01","MORNING","NURSE","NURSE","1"
"Χειρουργική","2024-01-01","MORNING","NURSE","HEAD_NURSE","1"
"Χειρουργική","2024-01-01","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Χειρουργική","2024-01-01","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Χειρουργική","2024-01-01","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-01","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"Χειρουργική","2024-01-01","AFTERNOON","DOCTOR","Νευρολογία","1"
"Χειρουργική","2024-01-01","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Χειρουργική","2024-01-01","AFTERNOON","NURSE","NURSE","4"
"Χειρουργική","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","1"
"Χειρουργική","2024-01-01","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-01","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Χειρουργική","2024-01-01","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Χειρουργική","2024-01-01","NIGHT","DOCTOR","Ορθοπεδική","1"
"Χειρουργική","2024-01-01","NIGHT","DOCTOR","Αιματολογία","1"
"Χειρουργική","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Χειρουργική","2024-01-01","NIGHT","NURSE","NURSE","4"
"Χειρουργική","2024-01-01","NIGHT","NURSE","HEAD_NURSE","1"
"Χειρουργική","2024-01-01","NIGHT","ADMINISTRATIVE","Λογιστής","2"
"Χειρουργική","2024-01-02","MORNING","DOCTOR","Παθολογία","1"
"Χειρουργική","2024-01-02","MORNING","DOCTOR","Μαιευτική","1"
"Χειρουργική","2024-01-02","MORNING","DOCTOR","Ορθοπεδική","1"
"Χειρουργική","2024-01-02","MORNING","NURSE","HEAD_NURSE","3"
"Χειρουργική","2024-01-02","MORNING","NURSE","NURSE","2"
"Χειρουργική","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","1"
"Χειρουργική","2024-01-02","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-02","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Χειρουργική","2024-01-02","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-02","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","2"
"Χειρουργική","2024-01-02","AFTERNOON","NURSE","NURSE","2"
"Χειρουργική","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","2"
"Χειρουργική","2024-01-02","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Χειρουργική","2024-01-02","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-02","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Χειρουργική","2024-01-02","NIGHT","DOCTOR","Μαιευτική","1"
"Χειρουργική","2024-01-02","NIGHT","DOCTOR","Ουρολογία","1"
"Χειρουργική","2024-01-02","NIGHT","DOCTOR","Χειρουργική","1"
"Χειρουργική","2024-01-02","NIGHT","NURSE","NURSE","1"
"Χειρουργική","2024-01-02","NIGHT","NURSE","HEAD_NURSE","3"
"Χειρουργική","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Χειρουργική","2024-01-02","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-02","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Χειρουργική","2024-01-03","MORNING","DOCTOR","Χειρουργική","1"
"Χειρουργική","2024-01-03","MORNING","DOCTOR","Πνευμονολογία","1"
"Χειρουργική","2024-01-03","MORNING","DOCTOR","Μαιευτική","1"
"Χειρουργική","2024-01-03","MORNING","NURSE","NURSE","3"
"Χειρουργική","2024-01-03","MORNING","NURSE","NURSE_ASSISTANT","1"
"Χειρουργική","2024-01-03","MORNING","NURSE","HEAD_NURSE","2"
"Χειρουργική","2024-01-03","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-03","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Χειρουργική","2024-01-03","AFTERNOON","DOCTOR","Ουρολογία","1"
"Χειρουργική","2024-01-03","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"Χειρουργική","2024-01-03","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Χειρουργική","2024-01-03","AFTERNOON","NURSE","NURSE","2"
"Χειρουργική","2024-01-03","AFTERNOON","NURSE","NURSE_ASSISTANT","4"
"Χειρουργική","2024-01-03","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Χειρουργική","2024-01-03","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Χειρουργική","2024-01-03","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-03","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Χειρουργική","2024-01-03","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Χειρουργική","2024-01-03","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Χειρουργική","2024-01-03","NIGHT","NURSE","HEAD_NURSE","3"
"Χειρουργική","2024-01-03","NIGHT","NURSE","NURSE","1"
"Χειρουργική","2024-01-03","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Χειρουργική","2024-01-03","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Χειρουργική","2024-01-04","MORNING","DOCTOR","Παθολογία","1"
"Χειρουργική","2024-01-04","MORNING","DOCTOR","Αιματολογία","1"
"Χειρουργική","2024-01-04","MORNING","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","2"
"Χειρουργική","2024-01-04","MORNING","NURSE","NURSE","1"
"Χειρουργική","2024-01-04","MORNING","NURSE","HEAD_NURSE","3"
"Χειρουργική","2024-01-04","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Χειρουργική","2024-01-04","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-04","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"Χειρουργική","2024-01-04","AFTERNOON","DOCTOR","Παθολογία","1"
"Χειρουργική","2024-01-04","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-04","AFTERNOON","NURSE","NURSE","4"
"Χειρουργική","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","1"
"Χειρουργική","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Χειρουργική","2024-01-04","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Χειρουργική","2024-01-04","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Χειρουργική","2024-01-04","NIGHT","DOCTOR","Παθολογία","1"
"Χειρουργική","2024-01-04","NIGHT","DOCTOR","Παιδιατρική","1"
"Χειρουργική","2024-01-04","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Χειρουργική","2024-01-04","NIGHT","NURSE","NURSE","2"
"Χειρουργική","2024-01-04","NIGHT","NURSE","HEAD_NURSE","4"
"Χειρουργική","2024-01-04","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Χειρουργική","2024-01-04","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
